Product ID,Active (0/1),Name *,Price tax excluded,Tax rules ID,Reference #,Manufacturer,Quantity,Summary,Description,Meta description,Image URLs,Category
61,1,Proactiv 100mm/250M3H - Garden HighPro,"33193,000",1,PROACT231,Garden HighPro,100,,,,https://astrogrowshop.cl/11834-large_default/garden-highpro-proactiv-100mm250m3h.jpg,Control de Olor;Filtros de Carbono;
62,1,Proactiv 150mm/460M3H - Garden HighPro,"55798,000",1,PROACT232,Garden HighPro,100,,,,https://astrogrowshop.cl/11831-large_default/garden-highpro-proactiv-150mm460m3h.jpg,Control de Olor;Filtros de Carbono;
63,1,Proactiv 125mm/460M3H - Garden HighPro,"45798,000",1,PROACT233,Garden HighPro,100,,,,https://astrogrowshop.cl/11832-large_default/garden-highpro-proactiv-125mm460m3h.jpg,Control de Olor;Filtros de Carbono;
64,1,Soquete de cerámica - Genérico,"1849,000",1,SOQUET234,Genérico,100,"<div class=""rte"" itemprop=""description"">Soquetes de cerámica (E40) que proporcionan una gran resistencia a altas temperaturas.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Soquetes de cerámica (E40) que proporcionan una gran resistencia a altas temperaturas.</div>",,http://siembratienda.com/109-large_default/soquete-de-ceramica.jpg,Varios;Herramientas y Accesorios;
65,1,Tijeras Pinza - Genérico,"840,000",1,TIJERA235,Genérico,100,"<div class=""rte"" itemprop=""description"">La Tijera pinza dispone de un diseño ergonómico y de una fina punta que facilitan el manicurado de las plantas.</div>",,,http://siembratienda.com/1103-large_default/tijeras-pinza-x12-unds.jpg,Tijeras y Manicuradores;Herramientas y Accesorios;
66,1,Tutor plástico 12x1500 mm  - Genérico,"756,000",1,TUTORP238,Genérico,100,,,,http://siembratienda.com/1449-large_default/tutor-plastico-12x1500-mm-100-udsfardo.jpg,Accesorios para Cultivo;Cultivo;Varios;Herramientas y Accesorios;
67,1,Tutor plástico 8x700 mm  - Genérico,"504,000",1,TUTORP239,Genérico,100,,,,http://siembratienda.com/799-large_default/tutor-plastico-8x700-mm-100-udsfardo.jpg,Accesorios para Cultivo;Cultivo;Varios;Herramientas y Accesorios;
68,1,Etiquetas picar 16*12 Amarilla - Genérico,"666999,000",1,ETIQUE241,Genérico,100,"<div class=""rte"" itemprop=""description"">Son etiquetas plastificadas amarillas en forma de flecha en paquetes, las cuales te servirán para ponerles nombre a tus queridas plantas, pinchándolas en el sustrato.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Son etiquetas plastificadas amarillas en forma de flecha en paquetes, las cuales te servirán para ponerles nombre a tus queridas plantas, pinchándolas en el sustrato.</div>",,http://siembratienda.com/260-large_default/etiquetas-picar-1612-amarilla-500-u.jpg,Accesorios para Cultivo;Cultivo;
69,1,Liquido calibrador 401 20mL - Genérico,"2941,000",1,LIQUID242,Genérico,100,"<div class=""rte"" itemprop=""description"">Este líquido de pH 4.01 de la casa Hanna sirve para calibrar medidores digitales y conseguir que sus mediciones siempre sean exactas. Es obligatorio para un correcto funcionamiento del medidor, calibrarlo como mínimo una vez al mes.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Este líquido de pH 4.01 de la casa Hanna sirve para calibrar medidores digitales y conseguir que sus mediciones siempre sean exactas. Es obligatorio para un correcto funcionamiento del medidor, calibrarlo como mínimo una vez al mes.</div>",,http://siembratienda.com/261-large_default/liquido-calibrador-401-20-ml-sobres.jpg,Calibradores;Medición y Control;
70,1,Liquido calibrador 701 20mL - Genérico,"2941,000",1,LIQUID243,Genérico,100,"<div class=""rte"" itemprop=""description"">El líquido de pH 7.01 sirve para calibrar medidores digitales de pH y conseguir que sus mediciones siempre sean exactas. Es obligatorio para un correcto funcionamiento del medidor, calibrarlo como mínimo una vez al mes.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">El líquido de pH 7.01 sirve para calibrar medidores digitales de pH y conseguir que sus mediciones siempre sean exactas. Es obligatorio para un correcto funcionamiento del medidor, calibrarlo como mínimo una vez al mes.</div>",,http://siembratienda.com/262-large_default/liquido-calibrador-701-20-ml-sobres.jpg,Calibradores;Medición y Control;
71,1,Liquido calibrador EC 1413 20mL - Genérico,"2941,000",1,LIQUID244,Genérico,100,"<div class=""rte"" itemprop=""description"">Solución de calibración para medidores digitales de conductividad eléctrica, con valor de 1.413 ms/cm. Una solución muy práctica que le asegura una buena calibración y así poder mantener el medidor en perfectas condiciones para realizar mediciones exactas.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Solución de calibración para medidores digitales de conductividad eléctrica, con valor de 1.413 ms/cm. Una solución muy práctica que le asegura una buena calibración y así poder mantener el medidor en perfectas condiciones para realizar mediciones exactas.</div>",,http://siembratienda.com/115-large_default/liquido-calibrador-ec-1413-20-ml-sobres.jpg,Calibradores;Medición y Control;
72,1,Pro Silicate 500mL - Grotek,"6294,000",1,PROSIL245,Grotek,100,"<h4><span  ><strong>Pro Silicate</strong> de Grotek es un producto especialmente desarrollado para cultivos sin suelo y medios hidropónicos, su fórmula contiene una alta concentración de sílice que fortalece las paredes celulares de la planta, ayuda a las plantas a ser más resistentes al estrés y a plagas.</span></h4>",,"Pro Silicate de Grotek es un producto especialmente desarrollado para cultivos sin suelo y medios hidropónicos, su fórmula contiene una alta concentración de sílice que fortalece las paredes celulares de la planta, ayuda a las plantas a ser más resistentes al estrés y a plagas.",https://astrogrowshop.cl/3162-large_default/grotek-pro-silicate-500-ml.jpg,Grotek;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
73,1,Micro Pack - Packs Fertilizantes - Grotek,"17647,000",1,MICROP247,Grotek,100,"Micro Pack de Grotek es un pack básico con fertilizantes base de alta calidad con los nutrientes esenciales para todo la etapa de cultivo, contiene Solo-Tek Grow 250ml, Solo-Tek Bloom 250ml y Monster Bloom 20g",,"Micro Pack de Grotek es un pack básico de fertilizantes base de alta calidad, contiene Solo-Tek Grow 250ml, Solo-Tek Bloom 250ml y Monster Bloom 20g.",https://astrogrowshop.cl/4378-large_default/friendly-url-autogeneration-failed.jpg,Grotek;Marca;Packs;Fertilizantes y Abonos;
74,1,Boost 100mL - HESI,"2605,000",1,BOOST1248,Hesi,100,"<p>Hesi Boost contiene enzimas de frutas, azúcares vegetales, minerales orgánicos y oligoelementos. Ofrece unos excelentes resultados con una sorprendente producción, flores más densas y más grandes con una mejor calidad.</p>"," <h2>Descripción</h2> <p>El uso de HESI BOOST mejora las condiciones de la planta, permitiéndole ser menos susceptible a factores externos y estimulándola para que aumente la densidad de las hojas, puesto que los cogollos crecerán más juntos, así como las ramas secundarias, la resistencia y la densidad de las flores. Además aumenta el contenido de azúcar que mejorará el resultado final de la cosecha.<br> HESI BOOST, ofrece un mayor nivel de floración y maduración, si se añade al agua de riego o se aplica a nivel foliar ayudará a las plantas durante la etapa de floración cuando sus exigencias energéticas son mayores. Altamente concentrado, 1 litro es suficiente para preparar 500 litros de agua de riego. No altera los valores de <span  > PH y EC </span> del agua de riego y se puede utilizar con otros fertilizantes. Se recomienda para todas las plantas que estén en floración y para todo tipo de medio de cultivo (tierra, hidro y coco).</p> <p>HESI BOOST, es un activador de la floración que también se puede usar como abono foliar en las primeras semanas de floración.</p> ","Hesi Boost contiene enzimas de frutas, azúcares vegetales, minerales orgánicos y oligoelementos. Ofrece unos excelentes resultados con una sorprendente producción, flores más densas y más grandes con una mejor calidad.",https://andinotech.cl/wp-content/uploads/2018/11/Hesi-Boost-500mL-HESI.jpg,Hesi;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
75,1,Boost 500mL - HESI,"6723,000",1,BOOST5251,Hesi,100,"<p>Hesi Boost contiene enzimas de frutas, azúcares vegetales, minerales orgánicos y oligoelementos. Ofrece unos excelentes resultados con una sorprendente producción, flores más densas y más grandes con una mejor calidad.</p>"," <h2>Descripción</h2> <p>El uso de HESI BOOST mejora las condiciones de la planta, permitiéndole ser menos susceptible a factores externos y estimulándola para que aumente la densidad de las hojas, puesto que los cogollos crecerán más juntos, así como las ramas secundarias, la resistencia y la densidad de las flores. Además aumenta el contenido de azúcar que mejorará el resultado final de la cosecha.<br> HESI BOOST, ofrece un mayor nivel de floración y maduración, si se añade al agua de riego o se aplica a nivel foliar ayudará a las plantas durante la etapa de floración cuando sus exigencias energéticas son mayores. Altamente concentrado, 1 litro es suficiente para preparar 500 litros de agua de riego. No altera los valores de <span  > PH y EC </span> del agua de riego y se puede utilizar con otros fertilizantes. Se recomienda para todas las plantas que estén en floración y para todo tipo de medio de cultivo (tierra, hidro y coco).</p> <p>HESI BOOST, es un activador de la floración que también se puede usar como abono foliar en las primeras semanas de floración.</p> ","Hesi Boost contiene enzimas de frutas, azúcares vegetales, minerales orgánicos y oligoelementos. Ofrece unos excelentes resultados con una sorprendente producción, flores más densas y más grandes con una mejor calidad.",https://andinotech.cl/wp-content/uploads/2018/11/Hesi-Boost-500mL-HESI.jpg,Hesi;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
76,1,Complejo de Floración - HESI 1L,"11765,000",1,COMPLE252,Hesi,100,<p>El <strong>Complejo de Floración HESI para Tierra </strong>está compuesto por potenciadores de energía de las plantas y garantizan una elevada actividad microbiológica del suelo.</p>," <h2>Descripción</h2> <p>El Complejo de Floración es un producto elaborado con las materias primas naturales, libres de sustancias tóxicas o dañinas para el medio ambiente</p> <p>DOSIS: 5mL/L de agua .Este abono incorpora un corrector de acidez que modifica el grado de acidez del agua potable a un valor ligeramente ácido óptimo par las plantas.Administrar en el período de floración junto con los abonos de floración Hesi Fósforo Plus.</p> <p>COMPOSICIÓN: Nitrógeno 4%, fósforo 3%, potasio 5%, magnesio, calcio, sulfato y los oligoelementos hierro, manganeso, zinc, cobre, boro, molibdeno, yodo y cobalto en forma de compuestos ligados, más las vitaminas B1, B2, B6, B12 y azúcares vegetales y aminoácidos.</p> ",El Complejo de Floración HESI para Tierra está compuesto por potenciadores de energía de las plantas y garantizan una elevada actividad microbiológica del suelo.,https://andinotech.cl/wp-content/uploads/2018/11/Complejo-de-Floracin-500mL-HESI.jpg,Hesi;Marca;Bases;Fertilizantes y Abonos;
77,1,Complejo de Floración - HESI 500mL,"7563,000",1,COMPLE253,Hesi,100,<p>El <strong>Complejo de Floración HESI para Tierra </strong>está compuesto por potenciadores de energía de las plantas y garantizan una elevada actividad microbiológica del suelo.</p>," <h2>Descripción</h2> <p>El Complejo de Floración es un producto elaborado con las materias primas naturales, libres de sustancias tóxicas o dañinas para el medio ambiente</p> <p>DOSIS: 5mL/L de agua .Este abono incorpora un corrector de acidez que modifica el grado de acidez del agua potable a un valor ligeramente ácido óptimo par las plantas.Administrar en el período de floración junto con los abonos de floración Hesi Fósforo Plus.</p> <p>COMPOSICIÓN: Nitrógeno 4%, fósforo 3%, potasio 5%, magnesio, calcio, sulfato y los oligoelementos hierro, manganeso, zinc, cobre, boro, molibdeno, yodo y cobalto en forma de compuestos ligados, más las vitaminas B1, B2, B6, B12 y azúcares vegetales y aminoácidos.</p> ",El Complejo de Floración HESI para Tierra está compuesto por potenciadores de energía de las plantas y garantizan una elevada actividad microbiológica del suelo.,https://andinotech.cl/wp-content/uploads/2018/11/Complejo-de-Floracin-500mL-HESI.jpg,Hesi;Marca;Bases;Fertilizantes y Abonos;
78,1,Complejo de Floración - HESI 5L,"42017,000",1,COMPLE254,Hesi,100,<p>El <strong>Complejo de Floración HESI para Tierra </strong>está compuesto por potenciadores de energía de las plantas y garantizan una elevada actividad microbiológica del suelo.</p>," <h2>Descripción</h2> <p>El Complejo de Floración es un producto elaborado con las materias primas naturales, libres de sustancias tóxicas o dañinas para el medio ambiente</p> <p>DOSIS: 5mL/L de agua .Este abono incorpora un corrector de acidez que modifica el grado de acidez del agua potable a un valor ligeramente ácido óptimo par las plantas.Administrar en el período de floración junto con los abonos de floración Hesi Fósforo Plus.</p> <p>COMPOSICIÓN: Nitrógeno 4%, fósforo 3%, potasio 5%, magnesio, calcio, sulfato y los oligoelementos hierro, manganeso, zinc, cobre, boro, molibdeno, yodo y cobalto en forma de compuestos ligados, más las vitaminas B1, B2, B6, B12 y azúcares vegetales y aminoácidos.</p> ",El Complejo de Floración HESI para Tierra está compuesto por potenciadores de energía de las plantas y garantizan una elevada actividad microbiológica del suelo.,https://andinotech.cl/wp-content/uploads/2018/11/Complejo-de-Floracin-500mL-HESI.jpg,Hesi;Marca;Bases;Fertilizantes y Abonos;
79,1,Complejo Radicular - HESI 100mL,"5882,000",1,COMPLE257,Hesi,100,"<p><span data-sheets-value='{""1"":2,""2"":""Complejo Radicular - Hesi""}' data-sheets-userformat='{""2"":513,""3"":{""1"":0},""12"":0}'>Complejo Radicular de Hesi</span></p>",,Complejo Radicular de Hesi,https://andinotech.cl/wp-content/uploads/2020/08/hesi-complejo-radicular.png,Hesi;Marca;Enraizantes;Fertilizantes y Abonos;
80,1,Complejo Radicular - HESI 500mL,"16092,000",1,COMPLE258,Hesi,100,"<p><span data-sheets-value='{""1"":2,""2"":""Complejo Radicular - Hesi""}' data-sheets-userformat='{""2"":513,""3"":{""1"":0},""12"":0}'>Complejo Radicular de Hesi</span></p>",,Complejo Radicular de Hesi,https://andinotech.cl/wp-content/uploads/2020/08/hesi-complejo-radicular.png,Hesi;Marca;Enraizantes;Fertilizantes y Abonos;
81,1,Complejo TNT Crecimiento - HESI 500mL,"7563,000",1,COMPLE260,Hesi,100,"<p>Complejo TNT es un producto potente para tus plantas, ya que el nitrógeno es 100 % orgánico.</p>"," <h2>Descripción</h2> <p>El nitrógeno orgánico asegura que las plantas disponen de un mínimo de sales ideales para plantas jóvenes. Las uniones de nitrógeno orgánicas no tienen valor de EC porque no son sales, pero tienen un alto porcentaje de nitrógeno. Esto hace que las plantas jóvenes se carguen con un mínimo de sales, lo que les proporciona condiciones de crecimiento ideales. El Complejo TNT tiene así un valor de EC aparentemente bajo pero con un alto grado de efecto.</p> <p>Las plantas cultivadas con TNT Complex tienen muchos brotes y un color verde intenso. No sobrepases las dosis con TNT ya que la planta crecerá demasiado. Este producto está enriquecido con componentes especiales para un crecimiento sano y vigoroso</p> ","Complejo TNT es un producto potente para tus plantas, ya que el nitrógeno es 100 % orgánico.",https://andinotech.cl/wp-content/uploads/2018/11/Complejo-TNT-Crecimiento-1L-HESI-1.jpg,Hesi;Marca;Bases;Fertilizantes y Abonos;
82,1,Complejo TNT Crecimiento - HESI 1L,"10504,000",1,COMPLE261,Hesi,100,"<p>Complejo TNT es un producto potente para tus plantas, ya que el nitrógeno es 100 % orgánico.</p>"," <h2>Descripción</h2> <p>El nitrógeno orgánico asegura que las plantas disponen de un mínimo de sales ideales para plantas jóvenes. Las uniones de nitrógeno orgánicas no tienen valor de EC porque no son sales, pero tienen un alto porcentaje de nitrógeno. Esto hace que las plantas jóvenes se carguen con un mínimo de sales, lo que les proporciona condiciones de crecimiento ideales. El Complejo TNT tiene así un valor de EC aparentemente bajo pero con un alto grado de efecto.</p> <p>Las plantas cultivadas con TNT Complex tienen muchos brotes y un color verde intenso. No sobrepases las dosis con TNT ya que la planta crecerá demasiado. Este producto está enriquecido con componentes especiales para un crecimiento sano y vigoroso</p> ","Complejo TNT es un producto potente para tus plantas, ya que el nitrógeno es 100 % orgánico.",https://andinotech.cl/wp-content/uploads/2018/11/Complejo-TNT-Crecimiento-1L-HESI-1.jpg,Hesi;Marca;Bases;Fertilizantes y Abonos;
83,1,Fertilizante HESI Pack 850mL,"12605,000",1,FERTIL262,Hesi,100,"<p>El Fertilizante Hesi Pack 850mL sirve para cultivo indoor y exterior, incluye Complejo TNT, Complejo de Floración, Fósforo plus y Hesi Boost</p>"," <h2>Descripción</h2> <p>El Fertilizante Hesi Pack 850 mL agrupa los 4 mejores productos de Hesi, que incluye estos  abonos  organo-minerales:</p> <ul> <li>Hesi Complejo TNT 250 mL</li> <li>Hesi Complejo de Floración 250 mL</li> <li>Hesi Fósforo Plus 250 mL</li> <li>Hesi Boost 100 mL</li> </ul> <p><strong>Complejo TNT</strong> de<strong> Hesi</strong> es un fertilizante de crecimiento con el que obtendremos plantas grandes y fuertes desde el principio. Con todos los elementos esenciales para que tus plantas tengan un correcto crecimiento desde semillas o esquejes. Gracias a que su nitrógeno es<strong> 100% orgánico no afecta los niveles de EC.</strong></p> <p>Plantas rápidas y fuertes, dispuestas a entrar a floración con las mejores ramas y troncos. Tus plantas se prepararán para una floración abundante y construirán las estructuras necesarias para aguantar el peso de los cogollos.</p> <p>Complejo TNT de Hesi se compone de los mejores minerales para que tus plantas los asimilen completamente y multipliquen sus células a un ritmo muy rápido. Ganaremos tiempo y producción, con plantas con unos troncos gordos y robustos, por donde pasarán los nutrientes disponibles a todas las partes de las plantas.</p> <p><strong>Dosis y modo de empleo</strong> de Complejo TNT de Hesi:</p> <ul> <li>Añade 2,5ml por litro de agua de riego en plantas madre, riego sí riego no, para mantenerlas en crecimiento sin excederse con las sales en el suelo.</li> <li>Aplicar 2,5ml/L en el riego en plantas jóvenes, esquejes pequeños y subir progresivamente hasta 5 ml/L cuando son adultas.</li> </ul> <p><strong>Composición</strong> de Complejo TNT de Hesi:</p> <p><strong>NPK 3-2-3</strong></p> <ul> <li>2,8% Nitrógeno.</li> <li>2,2% Fósforo.</li> <li>3,1% Potasio.</li> <li>Vitamina b1.</li> <li>Vitamina b2.</li> <li>Vitamina b6.</li> <li>Aminoácidos.</li> </ul> <p><strong>Complejo de Floración</strong> de <strong>Hesi </strong>es un fertilizante de floración que combinaremos con los estimulantes y complementos para conseguir unas flores de primera calidad. Este producto ha sido adaptado para el cultivo en tierra, teniendo en cuenta los nutrientes presentes de forma natural en el sustrato para evitar sobre-fertilizar tus plantas.</p> <p>Sus ingredientes de excelente calidad constituyen una dieta equilibrada para las plantas en tierra. Suelen combinarse con un estimulante para acelerar la floración, y con un complemento con altas dosis de fósforo y potasio para que las flores aumenten en número y tamaño.</p> <p>Complejo de Floración de Hesi es una mezcla de macro-nutrientes y micro-elementos creada especialmente para nuestras plantas. Con todos los minerales, libre de residuos, totalmente asimilables por nuestras plantas. Tendrán una floración exuberante usando el Complejo de Floración como base y el resto de nutrientes Hesi para esta etapa del cultivo.</p> <p> </p> <p><strong>NPK 3-3-4</strong></p> <ul> <li>3% Nitrógeno.</li> <li>2,6% Fósforo.</li> <li>3,6% Potasio.</li> <li>Manganeso.</li> <li>Zinc.</li> <li>Vitamina b1.</li> <li>Vitamina b2.</li> <li>Vitamina b6.</li> <li>Azúcares vegetales.</li> <li>Aminoácidos.</li> </ul> <p><strong>Fósforo Plus</strong> de <strong>Hesi</strong> les darás fósforo y potasio en el periodo de engorde de tus cogollos, justo cuando más lo necesitan. Verás cómo crecen los cogollos al tiempo que se hacen duros y apretados. Cuando las plantas ya han desarrollado las flores, es cuando más cantidad de fósforo y potasio necesitan, con lo que les daremos un aporte de estos nutrientes en la fase de final de la floración.</p> <p>Fósforo Plus es un aditivo que se usa en combinación con Complejo de Floración, el fertilizante básico para conseguir una floración exuberante. Las paredes celulares de tus plantas se harán más rígidas y las flores tendrán una mayor densidad, consiguiendo mejorar los rendimientos de la cosecha.</p> <p>Es un fertilizante para el engorde de los cogollos que ha sido formulado expresamente para utilizar con sustrato de tierra. Las proporciones de nutrientes han sido cuidadosamente ajustadas teniendo en cuenta que el sustrato ya aportará una cantidad importante de alimento a las plantas. De esta manera nos aseguramos de proteger a nuestras plantas contra la sobre-fertilización.</p> <p>Al contener únicamente ingredientes 100% solubles en agua puede utilizarse en sistemas de riego por goteo sin problemas de obstrucciones.</p> <p><strong>Dosis y modo de empleo</strong> de Fósforo Plus:</p> <ul> <li>Añade 2,5 ml por litro de agua de riego en conjunto con el Complejo de Floración.</li> </ul> <p><strong>Composición</strong> de Fósforo Plus de Hesi:</p> <ul> <li>7,2% Fósforo.</li> <li>5,1% Potasio.</li> </ul> <p> <strong>Boost</strong> de <strong>Hesi</strong>  es un potente estimulador de la floración que <strong>acelera los procesos metabólicos</strong> de las plantas, por lo que tus plantas necesitarán una mayor cantidad de riego. Al consumir mayor cantidad de nutrientes tus plantas formarán antes las flores, consiguiendo acortar el tiempo total del cultivo.</p> <p>Las flores creadas a toda velocidad y en forma de Zig Zag colmarán tu planta de cogollos de arriba a abajo. El periodo de floración comenzará lo antes posible y tus internudos serán recortados como nunca habías visto; compactando tu planta y haciendo que las ramas sean largas colas de flores.</p> <p>Boost se puede usar desde el principio con un riego al final de la fase de crecimiento, preparándola para la floración desde los primeros días y que no se nos estire mucho cuando la pasemos a 12/12h. Después lo añadiremos cada semana para engordar paulatinamente las flores.</p> <p>Se recomienda utilizar en combinación con un fertilizante para la fase de floración como el Complejo de Floración. Además puedes añadir también SuperVit y PK 13/14 de Hesi para multiplicar la cantidad de flores y su concentración de resina.</p> <p><strong>Dosis y modo de empleo</strong> de Boost de Hesi:</p> <ul> <li>Usar 2ml por litro en el Único riego en crecimiento, antes de pasarla a la fase de floración.</li> <li>Usar 2ml por litro en riego o 1ml por litro pulverizado cuando comience la floración y cuando esté en la fase avanzada de floración para acelerar la madurez de nuestras plantas.</li> </ul> <p>Consulta la completa tabla de cultivo de Hesi para aplicarles un régimen profesional a tus plantas.</p> <p><strong>Composición</strong> de Boost de Hesi:</p> <ul> <li>1% fósforo.</li> <li>1% potasio.</li> <li>Magnesio.</li> <li>Calcio.</li> <li>Hierro.</li> <li>Extractos florales (galactol y otros).</li> <li>Azúcares vegetales (melitosa y otros).</li> <li>Ácido algínico (y otros ácidos).</li> <li>Y otros oligoelementos de origen natural.</li> </ul> ","El Fertilizante Hesi Pack 850mL sirve para cultivo indoor y exterior, incluye Complejo TNT, Complejo de Floración, Fósforo plus y Hesi Boost",https://andinotech.cl/wp-content/uploads/2018/11/Hesi-pack-850mL.jpg,Hesi;Marca;Packs;Fertilizantes y Abonos;
84,1,Fósforo Plus - HESI 1L,"9043,000",1,FOSFOR263,Hesi,100,<p>Se recomienda la aplicación de Fósforo Plus en la segunda mitad del periodo de floración junto con el Complejo de Floración.</p>," <h2>Descripción</h2> <p>Fósforo Plus es un fertilizante creado para suelo, aportando una óptima nutrición y manteniendo los niveles de sales bajo control en todo momento. Con Fósforo Plus damos a las plantas los medios adecuados en el momento adecuado: fósforo para una mejor formación de flores y potasio para un rápido transporte a las mismas</p> ",Se recomienda la aplicación de Fósforo Plus en la segunda mitad del periodo de floración junto con el Complejo de Floración.,https://andinotech.cl/wp-content/uploads/2018/11/Fosforo-Plus-500mL-HESI-e1482031991355.jpg,Hesi;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
85,1,Fósforo Plus - HESI 500mL,"6471,000",1,FOSFOR264,Hesi,100,<p>Se recomienda la aplicación de Fósforo Plus en la segunda mitad del periodo de floración junto con el Complejo de Floración.</p>," <h2>Descripción</h2> <p>Fósforo Plus es un fertilizante creado para suelo, aportando una óptima nutrición y manteniendo los niveles de sales bajo control en todo momento. Con Fósforo Plus damos a las plantas los medios adecuados en el momento adecuado: fósforo para una mejor formación de flores y potasio para un rápido transporte a las mismas</p> ",Se recomienda la aplicación de Fósforo Plus en la segunda mitad del periodo de floración junto con el Complejo de Floración.,https://andinotech.cl/wp-content/uploads/2018/11/Fosforo-Plus-500mL-HESI-e1482031991355.jpg,Hesi;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
86,1,Starter Box Suelo - HESI,"53361,000",1,STARTE268,Hesi,100,<p>Este Pack Starter Box contiene todos los nutrientes y estimuladores necesarios para un cultivo completo con Hesi.</p>," <h2>Descripción</h2> <p>El Pack Starter Box  de HESI está compuesto por (dependiendo formato Hidro/Suelo/Coco):</p> <ul> <li>500 mL de Complejo TNT ó Crecimiento Hidro</li> <li>1 L de Complejo de Floración ó Floración Hidro ó Bloom Coco</li> <li>1 L de Fósforo Plus ó PK 13/14</li> <li>500mL de Complejo Radicular</li> <li>500mL de Power Zyme</li> <li>10mL de Super Vit</li> <li>100 mL Hesi Boost</li> <li>1 Ficha de cultivo en suelo, Hidro o Coco</li> </ul> <p> </p> ",Este Pack Starter Box contiene todos los nutrientes y estimuladores necesarios para un cultivo completo con Hesi.,https://andinotech.cl/wp-content/uploads/2016/12/Hesi-pack-Starter.png,Hesi;Marca;Packs;Fertilizantes y Abonos;
87,1,PK 13/14 500mL - HESI,"6723,000",1,PK131269,Hesi,100,"<p>Las plantas en el periodo de floración necesitan más cantidad de fósforo y potasio, estas necesidades son cubiertas en el momento adecuado con Hesi PK 13-14</p>","  <h2>Descripción</h2> <p>La fase de floración es la parte álgida de la vida de la planta. Produce más enzimas, la producción de resina aumenta y el volumen de la planta aumenta espectacularmente.</p> <p>Para asegurar que las plantas no se queman por exceso de sales, aplica PK 13-14 en la segunda mitad del periodo de floración.</p> ","Las plantas en el periodo de floración necesitan más cantidad de fósforo y potasio, estas necesidades son cubiertas en el momento adecuado con Hesi PK 13-14",https://andinotech.cl/wp-content/uploads/2018/11/PK-13-14-500mL-HESI.jpg,Hesi;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
88,1,POWER-Zyme - HESI 1L,"10924,000",1,POWER270,Hesi,100,<p>POWER-Zyme es un extracto de enzimas para plantas que estimula la actividad microbiológica del suelo y el crecimiento radical</p>," <h2>Descripción</h2> <p>POWER-Zyme incrementa la resistencia de la planta. Elimina del medio los compuestos dañinos. Activa los microorganismos beneficiosos en el sustrato. Acelera la absorción de nutrientes. Apto para uso en tierra, coco e hidro.<br> Las raíces de las plantas renuevan su parte externa constantemente, repeliendo viejas células y sustituyéndolas por células nuevas. Cuanto más crece una raíz, mayor cantidad de células muertas se depositan en el medio. Este material es mayoritariamente celulosa.</p> <p>Solo algunos microorganismos especiales pueden sintetizar la celulosa y la convierten en azúcares asimilables por la planta; por lo que la planta los usa como alimento. De este modo, un producto inservible se reutiliza de forma óptima no solo para las plantas sino también para una micro-flora sana.</p> <p>Usando Powerzyme no se producen pudriciones ya que la fuente de estos problemas se transforma y reutiliza. Las partes de las plantas en putrefacción consumen oxígeno, pero con Powerzyme se mantiene el nivel máximo de oxígeno en el sustrato.</p> ",POWER-Zyme es un extracto de enzimas para plantas que estimula la actividad microbiológica del suelo y el crecimiento radical,https://andinotech.cl/wp-content/uploads/2018/11/Powerzyme-500mL-HESI-1.jpg,Hesi;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
89,1,"POWER-Zyme - HESI 2,5L","34900,000",1,POWER271,Hesi,100,<p>POWER-Zyme es un extracto de enzimas para plantas que estimula la actividad microbiológica del suelo y el crecimiento radical</p>," <h2>Descripción</h2> <p>POWER-Zyme incrementa la resistencia de la planta. Elimina del medio los compuestos dañinos. Activa los microorganismos beneficiosos en el sustrato. Acelera la absorción de nutrientes. Apto para uso en tierra, coco e hidro.<br> Las raíces de las plantas renuevan su parte externa constantemente, repeliendo viejas células y sustituyéndolas por células nuevas. Cuanto más crece una raíz, mayor cantidad de células muertas se depositan en el medio. Este material es mayoritariamente celulosa.</p> <p>Solo algunos microorganismos especiales pueden sintetizar la celulosa y la convierten en azúcares asimilables por la planta; por lo que la planta los usa como alimento. De este modo, un producto inservible se reutiliza de forma óptima no solo para las plantas sino también para una micro-flora sana.</p> <p>Usando Powerzyme no se producen pudriciones ya que la fuente de estos problemas se transforma y reutiliza. Las partes de las plantas en putrefacción consumen oxígeno, pero con Powerzyme se mantiene el nivel máximo de oxígeno en el sustrato.</p> ",POWER-Zyme es un extracto de enzimas para plantas que estimula la actividad microbiológica del suelo y el crecimiento radical,https://andinotech.cl/wp-content/uploads/2018/11/Powerzyme-500mL-HESI-1.jpg,Hesi;Marca;Potenciadores y Aditivos;Fertilizantes y Abonos;
